@relation kb_relative_information_score

@attribute task_id numeric
@attribute weka.A1DE numeric
@attribute weka.AdaBoostM1_DecisionStump numeric
@attribute weka.Bagging_REPTree numeric
@attribute weka.BayesNet_K2 numeric
@attribute weka.BFTree numeric
@attribute weka.ConjunctiveRule numeric
@attribute weka.Dagging_DecisionStump numeric
@attribute weka.DecisionStump numeric
@attribute weka.DecisionTable_BestFirst numeric
@attribute weka.END_ND_J48 numeric
@attribute weka.FT numeric
@attribute weka.FURIA numeric
@attribute weka.Grading_ZeroR numeric
@attribute weka.HoeffdingTree numeric
@attribute weka.HyperPipes numeric
@attribute weka.IB1 numeric
@attribute weka.IBk numeric
@attribute weka.J48 numeric
@attribute weka.J48graft numeric
@attribute weka.JRip numeric
@attribute weka.KStar numeric
@attribute weka.LADTree numeric
@attribute weka.LibLINEAR numeric
@attribute weka.LibSVM numeric
@attribute weka.LMT numeric
@attribute weka.Logistic numeric
@attribute weka.LogitBoost_DecisionStump numeric
@attribute weka.LWL_DecisionStump numeric
@attribute weka.MultiBoostAB_DecisionStump numeric
@attribute weka.NaiveBayes numeric
@attribute weka.NBTree numeric
@attribute weka.OLM numeric
@attribute weka.OneR numeric
@attribute weka.PART numeric
@attribute weka.RacedIncrementalLogitBoost_DecisionStump numeric
@attribute weka.RandomForest numeric
@attribute weka.RandomSubSpace_REPTree numeric
@attribute weka.RandomTree numeric
@attribute weka.RBFClassifier numeric
@attribute weka.REPTree numeric
@attribute weka.Ridor numeric
@attribute weka.RotationForest_PrincipalComponents_J48 numeric
@attribute weka.SimpleCart numeric
@attribute weka.SimpleLogistic numeric
@attribute weka.SMO_PolyKernel numeric
@attribute weka.SMO_RBFKernel numeric
@attribute weka.VFI numeric
@attribute weka.ZeroR numeric


@data
29 , 461.37934 , 452.560738 , 426.846565 , 465.83452 , 424.011411 , 381.461868 , 381.969379 , 383.986526 , 407.470734 , 432.783132 , 440.782387 , 494.301493 , 65.142533 , 269.923899 , -11.003707 , 427.417303 , 428.000035 , 437.263948 , 432.783132 , 410.831518 , 374.859052 , 427.567706 , 368.395009 , 476.263339 , 413.593326 , 428.513994 , 452.923995 , 398.749593 , 504.278932 , 416.859607 , 454.212354 , 73.283539 , 486.439597 , 440.574381 , -0.041065 , 422.606768 , 350.005205 , 370.579416 , 395.30281 , 408.470371 , 488.474848 , 440.116254 , 403.204775 , 415.151809 , 492.545351 , 492.545351 , 80.768137 , -0.041065 
30 , 4250.313043 , 1826.526412 , 4270.721857 , 3249.340446 , 3946.345258 , 1993.398455 , 1770.004883 , 1779.746967 , 2260.517969 , 4306.985981 , 4295.815731 , 4397.320035 , 1149.64682 , 208.839683 , -19743.41213 , 3839.507328 , 3957.789007 , 4301.004767 , 4221.869175 , 4123.321876 , 4277.147642 , 3704.164714 , 3386.949279 , 1807.514247 , 4128.96777 , 3939.969224 , 4339.395756 , 1987.656566 , 2463.432683 , 3196.298514 , 4001.118177 , 247.48555 , 2839.617705 , 4220.770086 , 3600.13941 , 4350.148061 , 4017.893828 , 4121.347233 , 1256.72566 , 4068.448512 , 4300.748841 , 4342.418102 , 3958.591914 , 3933.217752 , -16635.05146 , -16620.40822 , -18069.49753 , -6.013837 
31 , 259.12971 , 218.673723 , 196.178834 , 243.676858 , 194.867568 , 0.37333 , 68.638708 , 60.941232 , 122.00913 , 161.054595 , 209.993246 , 260.657867 , 233.798514 , 272.779073 , -332.884918 , 256.767993 , 256.00913 , 176.902146 , 162.14775 , 106.361689 , 186.845937 , 136.629258 , 164.890075 , 315.467775 , 243.818279 , 248.858792 , 236.047502 , 75.972584 , 324.645866 , 275.265615 , 236.045649 , 78.116485 , 277.185309 , 145.034636 , -0.095412 , 203.731131 , 142.331275 , 134.099057 , 182.137869 , 163.770724 , 236.350678 , 217.281752 , 190.668959 , 243.818279 , 374.167556 , 397.137036 , -295.527916 , -0.095412 
32 , 10783.685 , 2439.243335 , 10571.03736 , 9680.553465 , 10485.49589 , 2451.780701 , 2444.670775 , 2439.243335 , 6731.774917 , 10663.64534 , 10771.49982 , 10749.22826 , 671.018446 , 9970.689927 , 532.194591 , 10921.92138 , 10929.77849 , 10598.24347 , 10586.19304 , 10548.67303 , 10905.13901 , 8369.085817 , 9154.046965 , 1040.312174 , 10827.37036 , 10440.80166 , 10782.03557 , 4865.639967 , 2439.243335 , 9745.733992 , 10135.83188 , 2119.753227 , 3975.658973 , 10626.90584 , 9642.846226 , 10714.80624 , 10295.12802 , 10486.63707 , 5825.955207 , 10397.95016 , 10479.60372 , 10731.93093 , 10484.30454 , 10387.91738 , 10793.90569 , 3301.923277 , 2566.713582 , 0.975717 
34 , -5.782567 , -26.928351 , -0.366494 , -5.347708 , 1.385203 , 2.160601 , -5.080902 , -0.403507 , -7.645779 , 0.517418 , -6.955197 , 11.234156 , 21.48403 , -2.462628 , -53.25214 , -4.50948 , -1.703894 , 1.385203 , -0.200144 , 2.721484 , -8.537563 , -4.753326 , 19.492972 , 21.48403 , -56.601122 , -14.593975 , -8.409458 , -1.661355 , -9.24967 , -4.160424 , -2.975295 , -10.769129 , 14.937907 , -8.731965 , -0.709492 , -2.615823 , 1.408808 , -5.518784 , -6.380034 , 0.110126 , 21.48403 , -1.084646 , 1.385203 , -57.458767 , -1.983734 , -1.983734 , -51.827237 , -0.709492 
35 , 356.181393 , 134.394894 , 323.078365 , 355.711661 , 339.966231 , 130.332919 , 132.436995 , 134.394894 , 196.96275 , 336.293565 , 351.519049 , 340.038967 , 53.482044 , 353.344487 , 25.839101 , 344.097691 , 343.724013 , 338.233803 , 332.995549 , 294.658042 , 339.74372 , 345.255438 , 351.009608 , 288.892221 , 350.392995 , 353.581187 , 352.167203 , 267.650065 , 134.394894 , 354.992832 , 346.658187 , 90.335088 , 132.177627 , 337.997148 , 0.270607 , 323.682177 , 316.641961 , 321.053892 , 204.975445 , 317.45367 , 342.311112 , 345.027813 , 337.048437 , 350.392995 , 126.212369 , 350.025373 , 235.371438 , 0.270607 
36 , 2219.403261 , 717.694078 , 2201.812245 , 2103.220588 , 2188.392644 , 725.689462 , 736.201544 , 717.694078 , 1665.179736 , 2232.099888 , 2226.460043 , 2237.604437 , 173.148798 , 1813.666625 , 380.029606 , 2244.167715 , 2240.984306 , 2223.073764 , 2218.91253 , 2177.197375 , 2244.853283 , 2046.674751 , 1869.679146 , 1409.932372 , 2212.204836 , 2199.624565 , 2250.619103 , 1263.628485 , 717.694078 , 2094.313482 , 2128.275027 , 588.647643 , 1443.388124 , 2218.76176 , 1836.595651 , 2236.851188 , 2148.689067 , 2209.632747 , 1426.967088 , 2200.465865 , 2220.424924 , 2229.966461 , 2198.387273 , 2178.144133 , 2209.246869 , 814.522692 , 1190.723189 , -0.000198 
37 , 264.641309 , 277.002066 , 257.926732 , 267.887303 , 188.700063 , 148.074808 , 156.996601 , 139.330521 , 204.089143 , 241.293219 , 284.701309 , 338.923953 , 154.100841 , 271.769707 , -128.222929 , 245.684359 , 248.586663 , 269.526605 , 242.956166 , 201.216707 , 218.329528 , 233.230579 , 60.227734 , 364.742932 , 241.64348 , 255.15096 , 272.676083 , 166.083406 , 339.360503 , 278.780236 , 253.352263 , 254.842711 , 286.896942 , 240.583749 , -0.105062 , 261.549924 , 198.919495 , 243.394771 , 210.625903 , 248.987331 , 305.213645 , 226.898868 , 218.176193 , 241.64348 , 373.901284 , 378.48046 , -124.181096 , -0.105062 
38 , 244.653912 , 125.524955 , 237.452496 , 247.748979 , 229.735387 , 126.465606 , 122.722158 , 125.524955 , 169.830262 , 241.411127 , 258.926787 , 245.644415 , 58.58765 , 249.421056 , 8.093895 , 234.81465 , 252.622292 , 234.9486 , 230.008077 , 226.828262 , 238.099001 , 246.016035 , 262.341128 , 193.077197 , 251.861329 , 252.223923 , 256.18352 , 153.203324 , 125.524955 , 260.08525 , 227.222392 , 156.424671 , 164.509755 , 238.681575 , 0.189202 , 245.580735 , 212.495249 , 221.528999 , 153.231123 , 219.009948 , 233.63044 , 249.629288 , 225.416055 , 251.861329 , 45.493877 , 45.695224 , 57.462467 , 0.189202 
39 , 101.689633 , 131.941966 , 80.170699 , 101.438334 , 76.542843 , 43.850227 , 52.638372 , 50.753508 , 65.552118 , 72.533879 , 100.982512 , 111.606635 , 12.737334 , 76.335797 , -0.524302 , 147.600585 , 146.465597 , 80.04222 , 79.538601 , 89.534736 , 149.176699 , 86.199901 , 115.394436 , 119.420205 , 75.896577 , 81.971335 , 135.827587 , 64.098303 , 127.036455 , 101.69654 , 100.083275 , -15.443046 , 89.226939 , 78.280233 , -0.040834 , 97.278477 , 72.991028 , 111.368667 , 75.917738 , 58.75908 , 91.239824 , 105.892215 , 60.726648 , 75.292377 , 149.61347 , 163.89182 , 17.257639 , 101.689633 
